Employer,total_approvals,states,cities,zip_codes
SIRIUS XM CONNECTED VEHICLE SVCS,3,NY,NEW YORK,10104.0
SIRIUS XM DBA SIRIUS XM RADIO INC,3,NY,NEW YORK,10104.0
SIRIUS XM RADIO INC,36,NY,NEW YORK,10002.0
"SIRNAOMICS, INC.",2,MD,GAITHERSBURG,20879.0
SIRONA MEDICAL INC,3,CA,SAN FRANCISCO,94103.0
SIRQUL INC,1,WA,SEATTLE,98121.0
SIRRONA THERAPEUTICS INC,1,MA,WINCHESTER,1890.0
SIRRUS INC DBA SIRRUS CHEMISTRY,1,OH,LOVELAND,45140.0
SIRRUS SOFTWARE SERVICES INC,6,FL,TAMPA,33618.0
SIRRUS SOFTWARE SERVICES INC DBA CYNERZY SYSTEMS,1,FL,TAMPA,33617.0
SIRTECH LLC,1,VA,ARLINGTON,22201.0
SIRUI USA LLC,1,NJ,VERONA,7044.0
SIS INTERNATIONAL RESEARCH INC,1,NY,NEW YORK,10010.0
SIS TECH SOLUTIONS LP,2,TX,HOUSTON,77034.0
SISAF BIOTECH LLC,1,TX,IRVING,75039.0
SISAMEX INC,1,TX,DALLAS,75230.0
SISECAM CHEMICALS RESOURCES LLC,1,GA,ATLANTA,30328.0
SISENSE INC,3,NY,NEW YORK,10018.0
SISENSE SF INC,1,CA,SAN FRANCISCO,94103.0
SISKIND SUSSER PC,1,TN,MEMPHIS,38119.0
SISKIYOU PROFESSIONAL MEDICAL SERVICES,1,CA,YREKA,96097.0
SISLEY COSMETICS USA INC,1,NY,NEW YORK,10036.0
SISMOS SOLUTIONS INC,10,KS,OVERLAND PARK,66213.0
SISTER MARY OF PRESENTATION DBA SMP HEALTH ST KATERI,5,ND,ROLLA,58367.0
SISTERS OF SAINT ANN INC D/B/A ANN,2,MA,PAXTON,1612.0
SISU DATA INC,4,CA,SAN FRANCISCO,94105.0
SIT EDUCATION INTERNATIONAL LLC,2,TX,AUSTIN,78750.0
SIT TECH CO LTD,8,TX,PFLUGERVILLE,78660.0
SITA CORP,6,NJ,SOMERSET,8873.0
SITA HEALTH AND LIFE SCIENCES INC,8,NJ,SOMERSET,8873.0
SITA HEALTH AND LIFE SCIENCES INC DBA SITA SOLUTIONS,2,NJ,SOMERSET,8873.0
SITA INFORMATION NETWORKING COMPUT,13,GA,ATLANTA,30339.0
SITATION LLC,1,NC,APEX,27502.0
SITE DESIGN GROUP LTD,1,IL,CHICAGO,60605.0
SITE ENTER INC,1,NY,COLLEGE POINT,11356.0
SITECORE USA INC,5,CA,SAN FRANCISCO,94111.0
SITEK INC,2,KY,LEXINGTON,40513.0
SITEK PROCESS SOLUTIONS INC,1,CA,ROCKLIN,95765.0
SITELOGIQ INC,1,CA,LOS ANGELES,90049.0
SITEONE THERAPEUTICS INC,1,CA,SOUTH SAN FRANCISCO,94080.0
SITEPRO INC,1,TX,LUBBOCK,79423.0
SITERX INC,1,NY,NEW YORK,10013.0
SITETRACKER INC,16,NJ,MONTCLAIR,7042.0
SITEWORX LLC DBA SHIFT 7 DIGITAL,3,NC,CARY,27518.0
SITIME CORP,3,CA,SANTA CLARA,95054.0
SITIME CORPORATION,10,CA,SANTA CLARA,95054.0
SITU STUDIO LLC DBA SITU FABRICATI,1,NY,BROOKLYN,11205.0
SITUATION PUBLISHING LIMITED INC,2,CA,SAN FRANCISCO,94108.0
SITUNE CORPORATION,1,CA,SAN JOSE,95131.0
SITUSAMC HOLDING CORPORATION,5,TX,HOUSTON,77056.0
SITZBERGER & COMPANY S C,1,WI,BROOKFIELD,53045.0
SIVALTECH INC,16,CA,SAN DIEGO,92121.0
SIVANTOS INC,1,NJ,PISCATAWAY,8854.0
SIVIC SOLUTIONS GROUP LLC,1,NY,UTICA,13502.0
SIX CONSULTING INC,2,GA,ALPHARETTA,30005.0
SIX CONTINENTS HOTELS INC INTERCON,3,GA,ATLANTA,30346.0
SIX CONTINENTS HOTELS INC INTERCONTINENTAL HOTELS GROUP,1,GA,ATLANTA,30346.0
SIX HALF DOZEN LLC,1,VA,ALEXANDRIA,22314.0
SIX POINT HARNESS INC,1,CA,LOS ANGELES,90026.0
SIX SECONDS,1,CA,CORRALITOS,95076.0
SIXARP LLC D/B/A PRAXIS PACKAGING SOLUTIONS,1,MI,GRAND RAPIDS,49512.0
SIXDOF TESTING AND ANALYSIS INC,1,OH,MILFORD,45150.0
SIXMO INC,1,OH,CLEVELAND,44113.0
SIXT RENT A CAR LLC,2,FL,FT LAUDERDALE,33309.0
SIXTH STREET OPPORTUNITIES PARTNER,1,NY,NEW YORK,10106.0
SIXTH STREET OPPORTUNITIES PARTNERS LP,2,NY,NEW YORK,10106.0
SIXTH STREET OPPORTUNITIES PR LP,1,NY,NEW YORK,10106.0
SIXUP PBC INC,1,CA,SAN FRANCISCO,94102.0
SIYA LLC,1,LA,THIBODAUX,70301.0
SIYA RX INC DBA NEW YORK CITY PHARMACY,1,NY,NEW YORK,10009.0
SIYAN CLINICAL CORPORATION,2,CA,SANTA ROSA,95401.0
SIYARAM INC DBA SPARTAN STONES,1,AL,TUSCUMBIA,35674.0
SIYATECH CONSULTING INC,1,TX,SAN ANTONIO,78253.0
SIZMEK TECHNOLOGIES INC,1,NY,NEW YORK,10016.0
SJ CONSULTING GROUP,1,PA,WARRENDALE,15086.0
SJCA INC,2,IN,INDIANAPOLIS,46260.0
SJCA INC.,2,IN,INDIANAPOLIS,46240.0
SJH ENGINEERING P C,1,NJ,KENDALL PARK,8540.0
SJH ENGINEERING PC,6,NJ,PRINCETON,8540.0
SJH INC,1,CA,CHULA VISTA,91914.0
SJL DESIGN GROUP,1,TX,DALLAS,75207.0
SJOSTROM SONS INC,1,IL,ROCKFORD,61104.0
SJS MECHANICAL SERVICES  LLC,1,WA,SEATTLE,98134.0
SK DESIGN GROUP INC,1,KS,LEAWOOD,66211.0
SK FOOD GROUP INC,1,AZ,TOLLESON,85353.0
SK HYNIX AMERICA INC,2,CA,SAN JOSE,95134.0
SK HYNIX MEMORY SOLUTIONS AMERICA,25,CA,SAN JOSE,95134.0
SK HYNIX MEMORY SOLUTIONS AMERICA INC,4,CA,SAN JOSE,95134.0
SK HYNIX NAND PRODUCT SOLUTIONS CORP DBA SOLIDIGM,13,CA,SAN JOSE,95134.0
SK STONES BB LLC,1,FL,BOYNTON BEACH,33426.0
SK STONES INC,1,FL,LARGO,33773.0
SK TAX ASSOCIATES LLC,2,IL,SCHAUMBURG,60193.0
SK TECHNOLOGIES LLC,2,TX,HOUSTON,77060.0
SKA INC,2,MA,CAMBRIDGE,2138.0
SKADDEN ARPS SLATE MEAGHER & FLOM LLP,4,NY,NEW YORK,10001.0
SKADDEN ARPS SLATE MEAGHER FLOM,15,NY,NEW YORK,10001.0
SKADDEN ARPS SLATE MEAGHER FLOM LLP,12,NY,NEW YORK,10001.0
SKAFFLES GROUP LLC DBA FETCH FOR,1,NY,NEW YORK,10018.0
SKAGGS CATHOLIC CENTER LLC DBA JUAN DIEGO CATHOLIC HIGH SCHOOL,1,UT,DRAPER,84020.0
SKAGGS E LLC DBA SKAGGS CREATIVE,1,NY,NEW YORK,10013.0
SKAGWAY JEWELRY CO LLC,1,VI,ST THOMAS,802.0
SKANDHA INC,9,DE,WILMINGTON,19801.0
SKANSKA USA BUILDING INC,12,CA,SAN FRANCISCO,94111.0
SKANSKA USA CIVIL NORTHEAST INC,1,NY,EAST ELMHURST,11370.0
SKANSKA USA CIVIL WEST CA DIST INC,1,CA,RIVERSIDE,92509.0
SKB ACCOUNTING LLC DBA INDIGO OLIV,1,PA,WYNNEWOOD,19096.0
SKCPA L L C,1,IL,CHICAGO,60659.0
SKCPA LLC,1,IL,CHICAGO,60659.0
SKECHERS USA INC,1,CA,MANHATTAN BCH,90266.0
SKEIRON PROJECTS INC,1,TX,HOUSTON,77084.0
SKELLIG AUTOMATION US LLC,3,NY,HAWTHORNE,10532.0
SKENDER CONSTRUCTION LLC,1,IL,CHICAGO,60607.0
SKENDER GROUP LLC,1,IL,CHICAGO,60607.0
SKF ELECTRICAL CORP,1,NY,ASTORIA,11106.0
SKF USA INC,3,PA,LANSDALE,19446.0
SKI HUT INC DBA OUTDOOR SPORTS CTR,2,CT,WILTON,6897.0
SKIDMORE COLLEGE,6,NY,SARATOGA SPRINGS,12866.0
SKIDMORE OWINGS & MERRILL LLP,36,NY,NEW YORK,10005.0
SKIDMORE OWINGS MERRILL LLP,63,NY,NEW YORK,10005.0
SKIENCE LLC,2,VA,HERNDON,20170.0
SKILL BUDDY INC,12,NC,CARY,27511.0
SKILL ON TAP LLC,6,WA,BOTHELL,98012.0
SKILL VOICE INC,45,MO,LEES SUMMIT,64086.0
SKILLED CREATIVE LLC,1,NY,NEW YORK,10004.0
SKILLED WOUND CARE,1,CA,LOS ANGELES,90025.0
SKILLFUL TECHNOLOGIES INC,32,NJ,MONMOUTH JCT,8852.0
SKILLFULLY PBC,1,CA,SAN FRANCISCO,94114.0
SKILLGIGS INC,39,TX,HOUSTON,77046.0
SKILLMAZE INC,26,TX,IRVING,75063.0
SKILLNET SOLUTIONS INC,16,CA,CAMPBELL,95008.0
SKILLO INC,13,NC,CHARLOTTE,28212.0
SKILLS ALLIANCE INC,1,NY,NEW YORK,10006.0
SKILLSIGHT INC,5,FL,TAMPA,33647.0
SKILLSOFT CORPORATION,5,NH,NASHUA,3062.0
SKILLSTORM COMMERCIAL SERVICES LLC,11,FL,FORT LAUDERDALE,33309.0
SKILLTUNE TECHNOLOGIES INC,9,NJ,NORTH BRUNSWICK,8902.0
SKILLZ INC,2,CA,SAN FRANCISCO,94105.0
SKILLZ PLATFORM INC F/K/A SKILLZ INC,1,CA,SAN FRANCISCO,94107.0
SKILZMATRIX DIGITAL LLC,5,PA,PITTSBURGH,15219.0
SKIM ANALYTICAL INC,3,NJ,HOBOKEN,7030.0
SKIN CO NORTH AMERICA LLC,1,FL,MIAMI,33127.0
SKIN DEEP MEDIA CORP D/B/A THE SKI,1,NY,BROOKLYN,11222.0
SKIN PS BRANDS,1,CA,CULVER CITY,90232.0
SKIN RESEARCH INSTITUTE LLC,1,CA,SANTA MONICA,90404.0
SKINCURE ONCOLOGY LLC,1,IL,CHICAGO,60631.0
SKINNY LABS INC DBA SPIN,2,CA,SAN FRANCISCO,94105.0
SKIP HOP INC,1,NY,NEW YORK,10001.0
"SKIPIFY, INC.",1,CA,SAN MATEO,94401.0
SKIPP TECHNOLOGIES INC DBA SKIPP,1,NY,BROOKLYN,11221.0
SKIVA INTERNATIONAL,1,NY,NEW YORK,10018.0
SKL SOLUTIONS INC,9,TX,PLANO,75074.0
SKLAR CARMOSIN & COMPANY,1,PA,JENKINTOWN,19046.0
SKML LLC,1,IL,NAPERVILLE,60565.0
SKOLIX LLC,19,TX,PLANO,75024.0
SKORUZ TECHNOLOGIES INC,9,CA,NEWARK,94560.0
SKPERSONIC INC,1,MI,TROY,48083.0
SKRIBLE INC,1,TX,DALLAS,75201.0
SKS DEVELOPMENT LLC,1,AZ,SCOTTSDALE,85255.0
SKSS III VETERINARY CORP APC,1,CA,RANCHO CORDOVA,95670.0
SKSS III VETERINARY CORPORATION APC DBA VETERINARY MEDICAL CENTER OF RANCHO CORDOVA,1,CA,RANCHO CORDOVA,95670.0
SKT AMERICA INC,1,GA,COMMERCE,30529.0
SKT LAB CORP,1,CA,SAN MATEO,94402.0
SKT TECHNOLOGIES INC,3,NY,LONG IS CITY,11101.0
SKU DIGITAL SOLUTIONS INC.,1,NJ,HAMILTON,8619.0
SKULOGIC INC,2,GA,WOODSTOCK,30188.0
SKUTEAM INC D/B/A SILQ,1,CA,SAN JOSE,95128.0
SKY ART MEDIA INC,1,NY,NEW YORK,10013.0
SKY BILLIARDS INC DBA BEST CHOICE,2,CA,TUSTIN,92780.0
SKY BIRD TRAVEL TOURS INC,1,MI,SOUTHFIELD,48033.0
SKY CHEFS INC,3,TX,IRVING,75038.0
SKY DESIGN STUDIO PC,1,PA,PHILADELPHIA,19130.0
SKY EGGROLL MIX LLC,1,OH,CINCINNATI,45215.0
"SKY EXPRESS WORLD COURIER, INC.",2,CA,LOS ANGELES,90021.0
SKY IT GROUP LLC,1,NY,NEW YORK,10001.0
SKY LAKES MEDICAL CENTER INC,2,OR,KLAMATH FALLS,97601.0
SKY LAKES MEDICAL CTR INC,1,OR,KLAMATH FALLS,97601.0
SKY LITE INC,1,NY,COLLEGE POINT,11356.0
SKY MAVIS US INC,1,CA,SAN FRANCISCO,94103.0
SKY MEDIA CORP,2,CA,ROSEMEAD,91770.0
SKY PARTNERS LLC DBA CANDID8,3,TX,HOUSTON,77070.0
SKY PROPERTIES SAWJA LLC,1,GA,NORCROSS,30093.0
SKY RIDER EQUIPMENT CO INC,1,CA,ANAHEIM,92806.0
SKY SATELLITE INC,1,FL,DORAL,33166.0
SKY SOLUTIONS LLC,6,VA,CHANTILLY,20151.0
SKY SYSTEMS INC,15,NC,CARY,27511.0
SKY TECHNOLOGIES LLC,11,VA,ALEXANDRIA,22314.0
SKY TESTING SERVICES INC,1,NY,BOHEMIA,11716.0
SKY TRADING LLC,1,NJ,CARLSTADT,7072.0
SKY UNION LLC,4,CA,FREMONT,94538.0
SKY VISION MGMT CORP,1,CA,SAN MARINO,91108.0
SKY WAVE INC,1,CA,EL MONTE,91731.0
SKYBRIDGE GLOBAL INC,3,GA,ATLANTA,30350.0
SKYBRIDGE INTERNATIONAL LLC,1,TX,IRVING,75039.0
SKYBUFFER AMERICA INC,3,CO,LAKEWOOD,80228.0
SKYCISION INC,1,PA,PITTSBURGH,15217.0
SKYCLIFF IT LLC,1,NJ,ENGLEWOOD,7631.0
SKYCREEK CORPORATION,4,VA,HERNDON,20170.0
SKYDIO INC,8,CA,REDWOOD CITY,94061.0
SKYGEN USA LLC,2,WI,MENOMONEE FALLS,53051.0
SKYHAWK THERAPEUTICS INC,3,MA,WALTHAM,2451.0
SKYHAWKE TECH LLC,1,MS,RIDGELAND,39157.0
SKYLAND PROPERTY MANAGEMENT INC,1,TX,MISSOURI CITY,77489.0
SKYLARK BIO INC,2,MA,CAMBRIDGE,2139.0
SKYLARK TECHNOLOGIES INC,2,FL,JACKSONVILLE,32216.0
SKYLIGHT COUNSELING CENTER,1,IL,SKOKIE,60077.0
SKYLINE CABINETRY INC,4,TX,DALLAS,75234.0
SKYLINE COMMUNICATIONS INC,2,WA,EVERETT,98204.0
SKYLINE EDUCATION INC,1,AZ,CHANDLER,85225.0
SKYLINE ELECTRIC COMPANY,1,UT,WEST VALLEY CITY,84119.0
SKYLINE EMISSIONS INC,1,PA,MONTGOMERYVLE,18936.0
SKYLINE PHYSICAL MEDICINE & REHABI,1,NY,NEW YORK,10004.0
SKYLINE RESTORATION INC,1,NY,LONG ISLAND CITY,11101.0
SKYLLA TECHNOLOGIES INC,1,MA,LEXINGTON,2421.0
SKYLO TECHNOLOGIES INC,1,CA,PALO ALTO,94306.0
SKYLOFT LLC D B A ALEX ROSSIE & CO,1,WA,SEATTLE,98144.0
SKYLYTE INC,1,NY,NEW YORK,10023.0
SKYPERSONIC INC,1,MI,TROY,48083.0
SKYPOSTAL INC,1,FL,MIAMI,33126.0
SKYRAMP INC,2,CA,SAN FRANCISCO,94134.0
SKYRYSE INC,3,CA,EL SEGUNDO,90245.0
SKYS DENTAL ART LLC,1,PA,CHESTER SPRINGS,19425.0
SKYSOFT INC,13,VA,MC LEAN,22102.0
SKYSOURCE ORG LLC,1,CA,VENICE,90291.0
SKYSPECS INC,3,MI,ANN ARBOR,48104.0
SKYSTARS INTL IMPORT & EXPORT TRAD,2,CA,MONTEREY PARK,91754.0
SKYTEK CORP,24,NC,MORRISVILLE,27560.0
SKYWALK GLOBAL LLC,6,IA,DES MOINES,50313.0
SKYWARD AUTOMOTIVE PRODUCTS LLC,1,AZ,TOLLESON,85353.0
SKYWATER TECHNOLOGY FOUNDRY INC,1,MN,BLOOMINGTON,55425.0
SKYWAY CONCESSION COMPANY LLC,1,IL,CHICAGO,60601.0
SKYWAY TECH SYSTEMS LLC,3,VA,RESTON,20191.0
SKYWAYS AIR TRANSPORTATION INC,1,TX,AUSTIN,78754.0
SKYWORKS CAPITAL LLC,1,CT,GREENWICH,6830.0
SKYWORKS SOLUTIONS INC,107,CA,IRVINE,92617.0
SL ALABAMA LLC,3,AL,ALEXANDER CITY,35010.0
SL AMERICA CORPORATION,2,TN,CLINTON,37716.0
SL GLOBAL INVESTMENTS LLC,1,TX,HOUSTON,77024.0
SL GREEN MANAGEMENT LLC,1,NY,NEW YORK,10017.0
SL POWER ELECTRONICS CORPORATION,3,CA,VENTURA,93003.0
SL TEK SOLUTIONS INC,2,GA,ALPHARETTA,30022.0
SL TENNESSEE LLC,8,TN,CLINTON,37716.0
SLACK TECHNOLOGIES INC,28,CA,SAN FRANCISCO,94105.0
SLALOM LLC,161,WA,SEATTLE,98104.0
SLAM FLORIDA INC,1,FL,BOCA RATON,33428.0
SLASHSUPPORT INC,21,CA,MILPITAS,95035.0
SLASHSUPPORT INC DBA CSS CORP,14,CA,MILPITAS,95035.0
SLATE HEALTHCARE LLC,1,TX,HOUSTON,77027.0
SLAVIC INTEGRATED ADMIN INC DBA SL,2,FL,BOCA RATON,33487.0
SLAYDEN CONSTRUCTORS INC,2,OR,STAYTON,97383.0
SLCC ENTERPRISE INC,1,TX,DALLAS,75234.0
SLEEKTEXT INC,1,CA,SAN FRANCISCO,94107.0
SLEEP NUMBER CORPORATION,10,MN,MINNEAPOLIS,55404.0
SLEEP2HEAL LLC,1,IN,CARMEL,46032.0
SLEEPING DOG PROPERTIES INC,1,MA,BOSTON,2118.0
SLEEPING GODDESS JEWELRY LLC,1,MI,GRAND RAPIDS,49506.0
SLEEPY EYE PUBLIC SCHOOLS,1,MN,SLEEPY EYE,56085.0
SLESHA INC,63,TX,IRVING,75062.0
SLESHA IT INC,6,TX,IRVING,75062.0
SLHS MASSENA INC,1,NY,MASSENA,13662.0
SLHT SERVICES LLC,1,VA,HERNDON,20171.0
SLICKDEALS LLC,2,NV,LAS VEGAS,89113.0
"SLICKDEALS, LLC",1,NV,LAS VEGAS,89113.0
SLIDEBELTS INC,1,CA,EL DORADO HILLS,95762.0
SLIDERULE LABS INC D/B/A SPRINGBOA,2,CA,SAN FRANCISCO,94111.0
SLIDERULE LABS INC DBA SPRINGBOARD,2,CA,SAN FRANCISCO,94111.0
SLIGO SOFTWARE INC,1,IL,NAPERVILLE,60563.0
SLIGO SOFTWARE SOLUTIONS INC,23,NY,ALBANY,12207.0
SLIM GLOW CORP DBA BEAUTIFUL GLOW,2,CA,SAN GABRIEL,91776.0
SLINCH VALLEY PHYSICIANS ASSOCIATES LLC,1,VA,RICHLANDS,24641.0
SLINGSHOT BIOSCIENCES INC,1,CA,EMERYVILLE,94608.0
SLINGSHOT LLC,1,NM,ALBUQUERQUE,87102.0
SLINGSHOT MEMPHIS INC,1,TN,MEMPHIS,38104.0
SLIPPERY ROCK UNIV OF PENNSYLVANIA,4,PA,SLIPPERY ROCK,16057.0
SLIPPERY ROCK UNIVERSITY OF PA,1,PA,SLIPPERY ROCK,16057.0
SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,6,PA,SLIPPERY ROCK,16057.0
SLIPSTREAM GRP INC,2,WI,MADISON,53719.0
SLIQ INFORMATION TECHNOLOGIES INC,15,NJ,EDISON,8817.0
SLIVER VR TECHNOLOGIES INC,1,CA,SAN JOSE,95128.0
SLK AMERICA INC,151,OH,CINCINNATI,45202.0
SLK GLOBAL SOLUTIONS AMERICA INC,1,TX,DALLAS,75234.0
SLK HOLDINGS LLC,17,AZ,PHOENIX,85021.0
SLM GROUP HOLDINGS LLC,1,CA,CITY INDUSTRY,91745.0
SLN MANAGEMENT LLC,1,FL,KEY BISCAYNE,33149.0
SLN SYSTEMS INC,8,MD,GAITHERSBURG,20879.0
SLOKA TECHNOLOGIES LLC,4,SC,FORT MILL,29708.0
SLOMIN S INC,1,NY,HICKSVILLE,11801.0
SLOPE TECH INC,1,NY,NEW YORK,10014.0
SLR INTERNATIONAL CORPORATION,2,WA,BOTHELL,98021.0
SLRI SOLUTIONS LLC,4,TX,HOUSTON,77036.0
SLS CONTROLS INC,1,NY,NEW YORK,10036.0
SLS GROUP HOLDINGS LLC,1,FL,CORAL GABLES,33134.0
SLS SOLUTIONS INC,27,VA,VIENNA,22182.0
SLT LENDING SPV INC,1,IN,MERRILLVILLE,46410.0
SLV TECHNOLOGIES INC,3,NJ,CRANBURY,8512.0
SLYCEDATA CORP,1,NJ,RED BANK,7701.0
SLYON TECHNOLOGIES LLC,2,NJ,E BRUNSWICK,8816.0
SM ADVAN TECHNOLOGY INC,1,FL,WESLEY CHAPEL,33544.0
SM DESIGN & CONSULTING PC,2,NJ,GLEN RIDGE,7028.0
SM INTERFACESYSTEMS LLC,10,TX,HOUSTON,77074.0
SM LOGICS INC,7,TX,CARROLLTON,75006.0
SM MANAGEMENT LLC,1,CA,LOS ANGELES,90048.0
SM TECH SOLUTIONS LLC,1,MD,ELLICOTT CITY,21043.0
SMA PATIENT CARE LLC D/B/A SOMERSE,1,MI,ROCHESTER HILLS,48307.0
SMA SOLAR TECHNOLOGY AMERICA LLC,1,CA,ROCKLIN,95765.0
SMAATO INC,1,CA,SAN FRANCISCO,94108.0
SMACFORCE CONSULTING LLC,2,PA,BENSALEM,19020.0
SMACT WORKS INC,4,OH,DUBLIN,43017.0
SMALDINO LUTZ CURTIS ASSOCIATES,1,CA,LOS ANGELES,90027.0
SMALL BUSINESS CONSULTING SVCS LLC,1,NE,OMAHA,68107.0
SMALL PLANET DIGITAL LLC,1,NY,BROOKLYN,11201.0
SMALLARC INC,8,NJ,EDISON,8820.0
SMALLBOARD COM,3,CA,PASADENA,91107.0
SMALLHD LLC,1,NC,CARY,27511.0
SMALLWOOD REYNOLDS STEWART STEWART,2,GA,ATLANTA,30305.0
SMALLWOOD REYNOLDS STEWART STEWART & ASSOCIATES INC,3,GA,ATLANTA,30305.0
SMAR SYSTEMS INC,1,CA,MILPITAS,95035.0
SMARSH INC,1,OR,PORTLAND,97204.0
SMART ACCOUNTANTS LLC,2,FL,CORAL SPRINGS,33076.0
SMART CHARGING TECHNOLOGIES LLC,2,FL,OVIEDO,32765.0
SMART CHOICE PROPERTIES LLC,1,NY,NEW YORK,10005.0
SMART CONSTRUCTION AND MANAGEMENT INC,1,FL,NAPLES,34120.0
SMART DATA SYSTEMS LLC,14,OH,MIAMISBURG,45342.0
SMART DECK SOLUTIONS INC,3,IL,NAPERVILLE,60563.0
SMART DEVELOPMENT INSTITUTE INC,1,VA,FALLS CHURCH,22042.0
SMART ENERGY SYSTEMS INC DBA SMART,9,CA,IRVINE,92612.0
SMART ENERGY SYSTEMS INC DBA SMART ENERGY WATER,4,CA,IRVINE,92618.0
SMART ENERGY TODAY INC,1,WA,OLYMPIA,98502.0
SMART ENOVATIONS INC,4,MI,TROY,48084.0
SMART ERP SOLUTIONS INC,21,CA,PLEASANTON,94588.0
SMART FOLKS INC,4,TX,FRISCO,75033.0
SMART GLADIATOR LLC,2,GA,ATLANTA,30308.0
SMART GROWTH AMERICA,1,DC,WASHINGTON,20005.0
SMART HOME SENTRY INC,1,CA,SUNNYVALE,94085.0
SMART HOSPITALITY LLC,1,TN,KNOXVILLE,37934.0
SMART INFO MANAGEMENT SYSTEMS INC,7,NJ,PLAINSBORO,8536.0
SMART INFO SOLUTIONS LLC,1,TX,SOUTHLAKE,76092.0
"SMART IOPS, INC.",1,CA,MILPITAS,95035.0
SMART IT FRAME LLC,15,NJ,JERSEY CITY,7302.0
SMART IT PROS INC,2,MI,ROCHESTER,48307.0
SMART IT STAFFING INC DBA,1,IN,INDIANAPOLIS,46278.0
SMART IT STAFFING INC DBA ONEBRIDG,1,IN,INDIANAPOLIS,46278.0
SMART IT STAFFING INC DBA ONEBRIDGE,1,IN,INDIANAPOLIS,46278.0
SMART LOGIX INC,1,MD,COLUMBIA,21046.0
SMART METALS RECYCLING LLC,1,NC,STATESVILLE,28677.0
SMART MODULAR TECHNOLOGIES INC,4,CA,NEWARK,94560.0
SMART ROAD TECHNOLOGY LLC,1,GA,NORCROSS,30093.0
SMART RX SYSTEMS INC,1,FL,LUTZ,33548.0
SMART SCOPE TECHNOLOGIES INC,2,GA,CUMMING,30041.0
SMART SOFTWARE INC,1,MA,BELMONT,2478.0
SMART SOFTWARE TESTING SOLUTIONS INC,1,CA,DUBLIN,94568.0
SMART SOLUTIONS INC,5,MN,MINNEAPOLIS,55426.0
SMART SOURCE TECHNOLOGIES INC,12,NJ,NORTH BRUNSWICK,8902.0
SMART SUPPLY CHAIN INC,1,TX,HOUSTON,77071.0
SMART SYSTEMS CONTROLS INC,1,IL,LAKE IN THE HILLS,60156.0
SMART TECH INC,2,CA,HUNTINGTN BCH,92649.0
SMART TOV INC,1,NY,JACKSON HTS,11372.0
SMART VISION WORKS INC,1,UT,OREM,84058.0
SMART WIRES INC,6,CA,UNION CITY,94587.0
SMARTAC SOLUTIONS INC,1,OH,WESTERVILLE,43082.0
SMARTAPP.COM INC,1,RI,WEST WARWICK,2893.0
SMARTAX GROUP INC,3,TX,DALLAS,75243.0
"SMARTBASE SOLUTIONS, LLC",1,MN,PLYMOUTH,55446.0
SMARTBEAR SOFTWARE INC,3,MA,SOMERVILLE,2145.0
SMARTBI LLC,2,CA,IRVINE,92618.0
SMARTBOOST LLC,1,CA,SAN DIEGO,92121.0
SMARTBRIDGE LLC,2,TX,HOUSTON,77042.0
SMARTCONTRACT INC,4,NY,NEW YORK,10001.0
SMARTDOG SVCS LLC FORMERLY DCC SER,1,TX,AUSTIN,78746.0
SMARTDRIVE SYSTEMS INC,4,CA,SAN DIEGO,92121.0
SMARTEDGE IT LLC,7,VA,HERNDON,20170.0
SMARTEK21 LLC,14,WA,KIRKLAND,98034.0
SMARTEQ SOLUTIONS LLC,3,AZ,PHOENIX,85021.0
SMARTER AGENT MOBILE LLC,2,NJ,COLLINGSWOOD,8108.0
SMARTESTENERGY US LLC,2,NY,SYRACUSE,13202.0
SMARTFORESIGHT LLC DBA FORESIGHT,1,IL,CHICAGO,60604.0
SMARTFORESIGHT LLC DBA FORESIGHT R,1,IL,PARK RIDGE,60068.0
SMARTH EYE TECHNOLOGY INC,1,GA,NORCROSS,30092.0
SMARTINSIGHT LLC,1,IA,NORTH LIBERTY,52317.0
SMARTINT TECHNOLOGIES LLC,48,NC,MORRISVILLE,27560.0
SMARTLENS ANALYTICS INC,1,CA,SANTA CLARA,95054.0
SMARTLY INC DBA BONUSLY,1,CO,BOULDER,80302.0
SMARTNEWS INTERNATIONAL INC,9,CA,SAN FRANCISCO,94105.0
SMARTNEWS INTL INC,1,CA,SAN FRANCISCO,94105.0
SMARTNTALENTEDGROUP LLC,1,FL,PEMBROKE PNES,33029.0
SMARTORG INC,1,CA,SAN JOSE,95113.0
SMARTPLAST INC,1,CA,WEST COVINA,91792.0
SMARTSHEET INC,20,WA,BELLEVUE,98004.0
SMARTSOC SOLUTIONS INC,2,CA,CHULA VISTA,91914.0
SMARTSOFT INTERNATIONAL INC,38,GA,SUWANEE,30024.0
SMARTSTART SYSTEMS LLC,1,TX,CYPRESS,77429.0
SMARTTHINGS INC,1,CA,MOUNTAIN VIEW,94043.0
SMARTTRAK LLC,20,CA,SAN RAMON,94582.0
SMARTUQ LLC,1,WI,MADISON,53705.0
SMARTVID IO INC DBA NEWMETRIX,1,MA,CAMBRIDGE,2142.0
SMARTVID.IO INC,1,MA,CAMBRIDGE,2142.0
SMARTWEBS INC,1,TX,ROUND ROCK,78664.0
SMARTWORKS LLC,22,NJ,EDISON,8817.0
SMARTX TECHNOLOGY SOLUTIONS INC,1,FL,WEST PALM BCH,33401.0
